Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
Pokemon:TheMovie2000,KunihikoYuyama,Toho,RicaMatsumoto,Unknown,63.746,189.7,82,Animated,2000,July,0.15
WhatLiesBeneath,RobertZemeckis,DreamWorksPictures,HarrisonFord,Unknown,212.488,412.8,130,Horror,2000,July,0.46
NuttyProfessorII:TheKlumps,PeterSegal,UniversalPictures,EddieMurphy,Unknown,178.49,235.6,106,SciFi,2000,July,0.26
SpaceCowboys,ClintEastwood,WarnerBros.Pictures,ClintEastwood,Unknown,127.874,183.1,130,Drama,2000,August,0.78
CoyoteUgly,DavidMcNally,BuenaVistaPictures,PiperPerabo,Unknown,95.906,161.8,101,Musical,2000,August,0.23
HollowMan,PaulVerhoeven,ColumbiaPictures,KevinBacon,Unknown,202.468,270.2,112,SciFi,2000,August,0.27
AutumninNewYork,JoanChen,LakeshoreEntertainment,RichardGere,Unknown,138.531,128.9,103,Romance,2000,August,0.19
BlesstheChild,ChuckRussell,ParamountPictures,KimBasinger,Unknown,138.531,56.8,107,Horror,2000,August,0.03
CecilB.Demented,JohnWaters,ArtisanEntertainment,MelanieGriffith,Unknown,21.312,2.8,88,Comedy,2000,August,0.53
TheReplacements,HowardDeutch,WarnerBros.Pictures,KeanuReeves,Unknown,106.562,71.2,118,Sports,2000,August,0.41
Godzilla2000,TakaoOkawara,Toho,TakehiroMurata,Unknown,17.689,39.6,105,SciFi,2000,August,0.57
TheCell,TarsemSingh,NewLineCinema,JenniferLopez,Unknown,70.331,147.8,107,SciFi,2000,August,0.46
TheOriginalKingsofComedy,SpikeLee,ParamountPictures,SteveHarvey,Unknown,27.706,54,115,Comedy,2000,August,0.86
BringItOn,PeytonReed,UniversalPictures,KirstenDunst,Unknown,23.444,128.6,99,Comedy,2000,August,0.63
TheArtofWar,ChristianDuguay,WarnerBros.Pictures,WesleySnipes,Unknown,127.874,57.4,117,Action,2000,August,0.16
TheCrew,MichaelDinner,BuenaVistaPictures,RichardDreyfuss,Unknown,80.987,18.6,87,Comedy,2000,August,0.2
Highlander:Endgame,DougAarniokoski,MiramaxFilms,AdrianPaul,Unknown,53.286,22.5,87,Fantasy,2000,September,0.11
Whipped,PeterM.Cohen,DestinationFilms,AmandaPeet,Unknown,6.394,6.8,82,Comedy,2000,September,0.13
NurseBetty,NeilLaBute,USAFilms,MorganFreeman,Unknown,74.6,41.8,105,Comedy,2000,September,0.83
TheWatcher,JoeCharbanic,UniversalPictures,JamesSpader,Unknown,70.337,67.2,97,Thriller,2000,September,0.1
TheWayoftheGun,ChristopherMcQuarrie,ArtisanEntertainment,RyanPhillippe,Unknown,18.117,18.6,119,Crime,2000,September,0.48
TurnItUp,RobertAdetuyi,NewLineCinema,Pras,Unknown,27.709,1.8,86,Action,2000,September,0.08
AlmostFamous,CameronCrowe,DreamWorksPictures,BillyCrudup,Unknown,127.885,67.4,122,Comedy,2000,September,0.89
Bait,AntoineFuqua,WarnerBros.Pictures,JamieFoxx,Unknown,108.703,21.3,119,Comedy,2000,September,0.26
Duets,BrucePaltrow,BuenaVistaPictures,GwynethPaltrow,Unknown,34.103,6.7,112,Comedy,2000,September,0.2
BillyElliot,StephenDaldry,UniversalPictures,JulieWalters,Unknown,8.992,145.6,110,Dance,2000,September,0.85
UrbanLegends:FinalCut,JohnOttman,ColumbiaPictures,JenniferMorrison,Unknown,29.84,54.8,98,Horror,2000,September,0.09
WomanonTop,FinaTorres,FoxSearchlightPictures,PenelopeCruz,Unknown,17.051,14.5,91,Romance,2000,September,0.34
Beautiful,SallyField,DestinationFilms,MinnieDriver,Unknown,29.84,4.5,112,Comedy,2000,September,0.16
BestinShow,ChristopherGuest,WarnerBros.Pictures,JenniferCoolidge,Unknown,21.314,29.6,90,Comedy,2000,September,0.94
RemembertheTitans,BoazYakin,BuenaVistaPictures,DenzelWashington,Unknown,63.943,194.2,113,Sports,2000,September,0.73
TheBrokenHeartsClub:ARomanticComedy,GregBerlanti,SonyPicturesEntertainment,ZachBraff,Unknown,2.131,2.9,94,Drama,2000,September,0.64
Digimon:TheMovie,MamoruHosodaShigeyasuYamauchi,20thCenturyFox,,Unknown,10.632,23.5,88,Animated,2000,October,0.25
GetCarter,StephenKay,WarnerBros.Pictures,SylvesterStallone,Unknown,135.239,27.5,102,Action,2000,October,0.11
Bamboozled,SpikeLee,NewLineCinema,DamonWayans,Unknown,21.264,3.5,135,Comedy,2000,October,0.48
Tigerland,JoelSchumacher,20thCenturyFox,ColinFarrell,Unknown,21.264,0.2,101,War,2000,October,0.76
MeettheParents,JayRoach,UniversalPictures,RobertDeNiro,Unknown,116.952,468.4,108,Comedy,2000,October,0.84
Dr.T&theWomen,RobertAltman,ArtisanEntertainment,RichardGere,Unknown,48.907,32.4,122,Romance,2000,October,0.57
LostSouls,JanuszKaminski,NewLineCinema,WinonaRyder,Unknown,106.32,44.5,97,Horror,2000,October,0.07
TheContender,RodLurie,DreamWorksPictures,GaryOldman,Unknown,42.528,31.7,126,Drama,2000,October,0.76
TheLadiesMan,ReginaldHudlin,ParamountPictures,TimMeadows,Unknown,51.034,19.4,84,Comedy,2000,October,0.11
Bedazzled,HaroldRamis,20thCenturyFox,BrendanFraser,Unknown,102.067,128.1,93,Comedy,2000,October,0.49
PayItForward,MimiLeder,WarnerBros.Pictures,KevinSpacey,Unknown,85.056,79,123,Drama,2000,October,0.4
BookofShadows:BlairWitch2,JoeBerlinger,ArtisanEntertainment,KimDirector,Unknown,31.896,67.6,90,Horror,2000,October,0.14
LuckyNumbers,NoraEphron,ParamountPictures,JohnTravolta,Unknown,133.964,15.4,105,Comedy,2000,October,0.22
RequeimforaDream,DarrenAronofsky,ArtisanEntertainment,EllenBurstyn,Unknown,9.569,10.5,101,Drama,2000,October,0.78
TheLittleVampire,UliEdel,NewLineCinema,JonathanLipnicki,Unknown,74.424,39.7,95,Comedy,2000,October,0.55
MercyStreets,JonGunn,ConDiosEntertainment,EricRoberts,Unknown,1.276,0.2,106,Action,2000,October,0.13
CharliesAngels,McG,ColumbiaPictures,CameronDiaz,Unknown,197.647,374.2,98,Action,2000,November,0.68
TheLegendofBaggerVance,RobertRedford,DreamWorksPictures,WillSmith,Unknown,170.019,56,126,Sports,2000,November,0.43
LittleNicky,StevenBrill,NewLineCinema,AdamSandler,Unknown,180.645,82.6,90,Comedy,2000,November,0.22
MenofHonor,GeorgeTillmanJr.,20thCenturyFox,RobertDeNiro,Unknown,68.008,116.7,129,Drama,2000,November,0.42
RedPlanet,AntonyHoffman,WarnerBros.Pictures,ValKilmer,Unknown,170.019,47.5,106,SciFi,2000,November,0.14
Bounce,DonRoos,MiramaxFilms,BenAffleck,Unknown,74.383,75.7,106,Romance,2000,November,0.52
HowtheGrinchStoleChristmas,RonHoward,UniversalPictures,JimCarrey,Unknown,261.404,488.9,104,Comedy,2000,November,0.53
RugratsinParis:TheMovie,StigBergqvistPaulDemeyer,ParamountPictures,E.G.Daily,Unknown,63.757,146.4,78,Animated,2000,November,0.76
The6thDay,RogerSpottiswoode,ColumbiaPictures,ArnoldSchwarzenegger,Unknown,174.269,136.2,124,SciFi,2000,November,0.41
102Dalmations,KevinLima,BuenaVistaPictures,GlennClose,Unknown,180.645,260.1,100,Family,2000,November,0.31
Quills,PhilipKaufman,FoxSearchlightPictures,GeoffreyRush,Unknown,28.691,25.5,124,Drama,2000,November,0.75
Unbreakable,M.NightShyamalan,BuenaVistaPictures,BruceWillis,Unknown,159.393,351.5,106,Superhero,2000,November,0.69
Panic,HenryBromell,ArtisanEntertainment,WilliamH.Macy,Unknown,6.376,2.4,88,Crime,2000,December,0.91
CrouchingTigerHiddenDragon,AngLee,SonyPicturesClassics,ChowYunfat,Unknown,36.129,302.5,120,Action,2000,December,0.97
ProofofLife,TaylorHackford,WarnerBros.Pictures,RussellCrowe,Unknown,138.138,89,135,Action,2000,December,0.4
Dungeons&Dragons,CourtneySolomon,NewLineCinema,JustinWhalin,Unknown,95.634,47.9,108,Fantasy,2000,December,0.1
Snatch,GuyRitchie,ScreenGems,BeniciodelToro,Unknown,21.252,118.4,102,Crime,2000,December,0.73
VerticalLimit,MartinCampbell,ColumbiaPictures,ChrisODonnell,Unknown,159.391,305.6,124,Thriller,2000,December,0.48
Chocolat,LasseHallstrom,BuenaVistaPictures,JulietteBinoche,Unknown,53.13,216.3,121,Romance,2000,December,0.62
DudeWheresMyCar?,DannyLeiner,20thCenturyFox,AshtonKutcher,Unknown,27.628,103.7,82,Comedy,2000,December,0.18
TheEmperorsNewGroove,MarkDindal,BuenaVistaPictures,DavidSpade,Unknown,212.521,239.9,77,Comedy,2000,December,0.85
WhatWomenWant,NancyMeyers,ParamountPictures,MelGibson,Unknown,148.764,530,127,Romance,2000,December,0.54
CastAway,RobertZemeckis,20thCenturyFox,TomHanks,Unknown,191.269,608.7,143,Epic,2000,December,0.9
Dracula2000,PatrickLussier,MiramaxFilms,JonnyLeeMiller,Unknown,114.761,66.7,99,Horror,2000,December,0.17
FindingForrester,GusVanSant,ColumbiaPictures,SeanConnery,Unknown,91.384,113.4,136,Drama,2000,December,0.74
MissCongeniality,DonaldPetrie,WarnerBros.Pictures,SandraBullock,Unknown,95.634,301.5,110,Action,2000,December,0.42
OBrotherWhereArtThou?,JoelCoen,BuenaVistaPictures,GeorgeClooney,Unknown,55.255,102,107,Crime,2000,December,0.77
StateandMain,DavidMamet,FirstLineFeatures,WilliamH.Macy,Unknown,14.758,13,105,Comedy,2000,December,0.86
TheFamilyMan,BrettRatner,UniversalPictures,NicolasCage,Unknown,127.512,176.7,126,Romance,2000,December,0.53
TheGift,SamRaimi,ParamountPictures,CateBlanchett,Unknown,21.252,63.2,111,Thriller,2000,December,0.57
ThirteenDays,RogerDonaldson,NewLineCinema,KevinCostner,Unknown,170.017,94.4,145,Thriller,2000,December,0.83
AllthePrettyHorses,BillyBobThornton,ColumbiaPictures,MattDamon,Unknown,121.137,25.6,117,Romance,2000,December,0.32
Traffic,StevenSoderbergh,USAFilms,MichaelDouglas,Unknown,102.01,294,147,Crime,2000,December,0.92
ShadowoftheVampire,E.EliasMerhige,Lionsgate,JohnMalkovich,Unknown,17.002,15.9,92,Horror,2000,December,0.81
DoubleTake,GeorgeGallo,BuenaVistaPictures,EddieGriffin,PG13,50.961,44.7,91,Action,2001,January,0.12
SavetheLastDance,ThomasCarter,ParamountPictures,JuliaStiles,PG13,27.604,186.4,112,Dance,2001,January,0.53
ThePledge,SeanPenn,WarnerBros.Pictures,JackNicholson,R,74.318,41.6,123,Drama,2001,January,0.78
Sugar&Spice,FrancineMcDougall,NewLineCinema,MarlaSokoloff,PG13,57.331,23.9,81,Crime,2001,January,0.28
TheWeddingPlanner,AdamShankman,ColumbiaPictures,MatthewMcConaughey,PG13,74.318,134.1,103,Romance,2001,January,0.16
HeadoverHeels,MarkWaters,UniversalPictures,FreddiePrinzeJr.,PG13,29.743,18.6,86,Romance,2001,February,0.1
Valentine,JamieBlanks,WarnerBros.Pictures,DeniseRichards,R,61.61,52,96,Horror,2001,February,0.08
Hannibal,RidleyScott,MGMDistribution,AnthonyHopkins,R,184.831,498,132,Horror,2001,February,0.39
SavingSilverman,DennisDugan,ColumbiaPictures,JasonBiggs,PG13,46.739,36.8,90,Comedy,2001,February,0.18
Recess:SchoolsOut,ChuckSheetz,BuenaVistaPictures,RickeyDShonCollins,G,48.863,63,83,Animated,2001,February,0.61
DowntoEarth,ChrisWeitzPaulWeitz,ParamountPictures,ChrisRock,PG13,104.1,100.8,87,Fantasy,2001,February,0.2
SweetNovember,PatOConnor,WarnerBros.Pictures,KeanuReeves,PG13,84.98,93.2,120,Romance,2001,February,0.15
3000MilestoGraceland,DemianLichtenstein,WarnerBros.Pictures,KurtRussell,R,131.719,26.5,125,Action,2001,February,0.14
Monkeybone,HenrySelick,20thCenturyFox,BrendanFraser,PG13,159.337,10.8,92,Comedy,2001,February,0.19
TheMexican,GoreVerbinski,DreamWorksPictures,JuliaRoberts,R,121.095,209.3,123,Comedy,2001,March,0.55
SeeSpotRun,JohnWhitesell,WarnerBros.Pictures,DavidArquette,PG,33.991,61,97,Comedy,2001,March,0.23
15Minutes,JohnHerzfeld,NewLineCinema,RobertDeNiro,R,89.228,79.9,120,Crime,2001,March,0.33
GetOverIt,TommyOHaver,MiramaxFilms,KirstenDunst,PG13,46.738,28.2,87,Comedy,2001,March,0.44
EnemyattheGates,JeanJacquesAnnaud,ParamountPictures,JosephFiennes,R,144.464,137.4,131,War,2001,March,0.54
ExitWounds,AndrzejBartkowiak,WarnerBros.Pictures,StevenSeagal,R,70.107,113.2,102,Action,2001,March,0.32
Memento,ChristopherNolan,Newmarket,GuyPearce,R,19.12,56.2,113,Thriller,2001,March,0.92
TheBrothers,GaryHardwick,ScreenGems,MorrisChesnut,R,12.747,39.6,106,Romance,2001,March,0.63
Heartbreakers,DavidMirkin,MGMDistribution,SigourneyWeaver,PG13,74.356,81.8,122,Romance,2001,March,0.53
SayItIsntSo,J.B.Rogers,20thCenturyFox,HeatherGraham,R,53.112,17.4,95,Romance,2001,March,0.09
SomeoneLikeYou,TonyGoldwyn,20thCenturyFox,AshleyJudd,PG13,48.863,54.8,97,Romance,2001,March,0.43
SpyKids,RobertRodriguez,DimensionFilms,AntonioBanderas,PG,74.356,209.5,88,Spy,2001,March,0.93
TheTailorofPanama,JohnBoorman,ColumbiaPictures,PierceBrosnan,R,44.614,39.7,109,Spy,2001,March,0.77
Tomcats,GregoryPoirier,ColumbiaPictures,JerryOConnell,R,23.369,33.1,95,Comedy,2001,March,0.14
AlongCameaSpider,LeeTamahori,ParamountPictures,MorganFreeman,R,127.468,149,103,Thriller,2001,April,0.31
Blow,TedDemme,NewLineCinema,JohnnyDepp,R,112.597,118,124,Biography,2001,April,0.55
JustVisiting,JeanMarieGaubert,BuenaVistaPictures,JeanReno,PG13,74.357,22.9,88,Comedy,2001,April,0.33
JoeDirt,DennieGordon,ColumbiaPictures,DavidSpade,PG13,37.603,43.9,91,Adventure,2001,April,0.11
JosieandthePussycats,HarryElfontDeborahKaplan,UniversalPictures,RachaelLeighCook,PG13,82.854,21.1,98,Musical,2001,April,0.52
KingdomCome,DougMcHenry,FoxSearchlightPictures,LLCoolJ,PG,14.871,33.1,95,Comedy,2001,April,0.28
BridgetJonessDiary,SharonMaguire,MiramaxFilms,ReneeZellweger,R,53.112,399.3,97,Romance,2001,April,0.8
TheClaim,MichaelWinterbottom,UnitedArtists,PeterMullan,R,42.489,1,120,Western,2001,April,0.62
FreddyGotFingered,TomGreen,20thCenturyFox,TomGreen,R,29.743,20.3,87,Comedy,2001,April,0.11
Driven,RennyHarlin,WarnerBros.Pictures,SylvesterStallone,PG13,199.7,77.5,117,Action,2001,April,0.14
OneNightatMcCools,HaraldZwart,USAFilms,LivTyler,R,38.24,19.1,92,Crime,2001,April,0.33
Town&Country,PeterChelsom,NewLineCinema,WarrenBeaty,R,191.202,14.7,104,Romance,2001,April,0.13
TheMummyReturns,StephenSommers,UniversalPictures,BrendanFraser,PG13,208.123,613,130,Action,2001,May,0.47
AKnightsTale,BrianHelgeland,SonyPicturesReleasing,HeathLedger,PG13,138.041,166.4,132,Adventure,2001,May,0.58
AngelEyes,LuisMandoki,WarnerBros.Pictures,JenniferLopez,R,112.556,42.1,102,Romance,2001,May,0.33
Shrek,AndrewAdamsonVickyJenson,DreamWorksPictures,MikeMyers,PG,127.422,685.8,90,Animated,2001,May,0.88
PearlHarbor,MichaelBay,BuenaVistaPictures,BenAffleck,PG13,297.318,636,183,War,2001,May,0.25
TheAnimal,LukeGreenfield,ColumbiaPictures,RobSchneider,PG13,99.805,119.9,83,Comedy,2001,June,0.3
MoulinRouge!,BazLuhrmann,20thCenturyFox,NicoleKidman,PG13,110.422,253.7,128,Musical,2001,June,0.76
WhatstheWorstThatCouldHappen?,SamWeisman,MGMDistribution,MartinLawrence,PG13,127.41,54.5,94,Comedy,2001,June,0.1
Evolution,IvanReitman,DreamWorksPictures,DavidDuchovny,PG13,169.88,139.3,101,SciFi,2001,June,0.43
Swordfish,DominicSena,WarnerBros.Pictures,HughJackman,R,216.597,208.2,99,Action,2001,June,0.26
Atlantis:TheLostEmpire,GaryTrousdaleKirkWise,BuenaVistaPictures,MichaelJ.Fox,PG,254.82,263.5,96,SciFi,2001,June,0.49
LaraCroft:TombRaider,SimonWest,ParamountPictures,AngelinaJolie,PG13,244.203,388.9,100,Action,2001,June,0.2
Dr.Doolittle2,SteveCarr,20thCenturyFox,EddieMurphy,PG,148.645,249.3,87,Comedy,2001,June,0.42
TheFastandtheFurious,RobCohen,UniversalPictures,PaulWalker,PG13,80.693,293.5,106,Action,2001,June,0.53
A.I.ArtificialIntelligence,StevenSpielberg,DreamWorksPictures,HaleyJoelOsment,PG13,212.35,334,146,SciFi,2001,June,0.73
BabyBoy,JohnSingleton,ColumbiaPictures,TyreseGibson,R,33.976,41.6,131,Comedy,2001,June,0.71
CrazyBeautiful,JohnStockwell,BuenaVistaPictures,KirstenDunst,PG13,27.606,28.2,99,Romance,2001,June,0.63
Cats&Dogs,LawrenceGuterman,WarnerBros.Pictures,JeffGoldblum,PG,124.117,276.8,87,Spy,2001,July,0.53
KissoftheDragon,ChrisNahon,20thCenturyFox,JetLi,R,51.715,88.8,98,Action,2001,July,0.51
ScaryMovie2,KeenanIvoryWayans,MiramaxFilms,MarlonWayans,R,93.088,194.7,82,Horror,2001,July,0.15
FinalFantasy:TheSpiritsWithin,HironobuSakaguchi,ColumbiaPictures,AlecBaldwin,PG13,283.4,117.4,106,Animated,2001,July,0.45
LegallyBlonde,RobertLuketic,MGMDistribution,ReeseWitherspoon,PG13,37.235,195.6,96,Comedy,2001,July,0.68
TheScore,FrankOz,ParamountPictures,RobertDeNiro,R,140.666,155.8,124,Crime,2001,July,0.73
JurassicParkIII,JoeJohnston,UniversalPictures,SamNeill,PG13,192.381,508.6,92,SciFi,2001,July,0.5
AmericasSweethearts,JoeRoth,ColumbiaPictures,JuliaRoberts,PG13,133.219,190.6,103,Romance,2001,July,0.32
GhostWorld,TerryZwigoff,UnitedArtists,ScarlettJohansson,R,14.48,12.1,112,Comedy,2001,July,0.92
PlanetoftheApes,TimBurton,20thCenturyFox,MarkWahlberg,PG13,206.861,499.5,120,SciFi,2001,July,0.45
OriginalSin,MichaelCristofer,MGMDistribution,AntonioBanderas,R,87.142,50.3,116,Thriller,2001,August,0.12
ThePrincessDiaries,GarryMarshall,BuenaVistaPictures,AnneHathaway,G,53.945,228.6,115,Romance,2001,August,0.47
RushHour2,BrettRatner,NewLineCinema,JackieChan,PG13,186.733,480.4,90,Action,2001,August,0.52
AmericanPie2,JamesB.Rogers,UniversalPictures,JasonBiggs,R,62.244,397.7,110,Comedy,2001,August,0.52
OsmosisJones,RobertFarrellyPeterFarrellyTomSito,WarnerBros.Pictures,ChrisRock,PG,145.237,19.4,95,Action,2001,August,0.55
TheOthers,AlejandroAmenabar,DimensionFilms,NicoleKidman,PG13,35.272,290.3,104,Horror,2001,August,0.83
AmericanOutlaws,LesMayfield,WarnerBros.Pictures,ColinFarrell,PG13,72.618,18.9,94,Western,2001,August,0.14
CaptainCorellisMandolin,JohnMadden,UniversalPictures,NicolasCage,R,118.264,85.9,129,War,2001,August,0.28
RatRace,JerryZucker,ParamountPictures,RowanAtkinson,PG13,99.591,118.3,112,Comedy,2001,August,0.43
BubbleBoy,BlairHayes,BuenaVistaPictures,JakeGyllenhaal,PG13,26.973,6.9,83,Comedy,2001,August,0.3
GhostsofMars,JohnCarpenter,ScreenGems,IceCube,R,58.095,19.4,98,SciFi,2001,August,0.21
JayandSilentBobStrikeBack,KevinSmith,MiramaxFilms,JasonMewes,R,45.646,46.8,104,Comedy,2001,August,0.53
SummerCatch,MikeTollin,WarnerBros.Pictures,FreddiePrinzeJr.,PG13,70.543,27.2,108,Romance,2001,August,0.08
JeepersCreepers,VictorSalva,UnitedArtists,GinaPhillips,R,20.748,81.9,91,Horror,2001,August,0.46
O,TimBlakeNelson,Lionsgate,MekhiPhifer,R,10.374,26.6,94,Drama,2001,August,0.64
Megiddo:TheOmegaCode2,BrianTrenchardSmith,Gener8XionEntertainment,MichaelYork,PG13,41.529,8.4,104,SciFi,2001,September,0.1
TheMusketeer,PeterHyams,UniversalPictures,CatherineDeneuve,PG13,83.057,47.9,104,Adventure,2001,September,0.11
RockStar,StephenHerek,WarnerBros.Pictures,MarkWahlberg,R,118.357,26.7,105,Musical,2001,September,0.52
SoulSurvivors,StephenCarpenter,ArtisanEntertainment,MelissaSagemiller,PG13,35.299,6,84,Thriller,2001,September,0.04
TwoCanPlayThatGame,MarkBrown,ScreenGems,MorrisChesnut,R,26.994,31,90,Romance,2001,September,0.43
TheGlassHouse,DanielSackheim,ColumbiaPictures,LeeleeSobieski,PG13,62.293,32.7,103,Thriller,2001,September,0.21
Hardball,BrianRobbins,ParamountPictures,KeanuReeves,PG13,66.446,61,106,Sports,2001,September,0.39
Glitter,VondieCurtisHall,20thCenturyFox,MariahCarey,PG13,45.682,7.3,104,Romance,2001,September,0.07
DontSayaWord,GaryFleder,20thCenturyFox,MichaelDouglas,R,103.822,138.4,113,Thriller,2001,September,0.24
HeartsinAtlantis,ScottHicks,WarnerBros.Pictures,AnthonyHopkins,PG13,64.37,42.8,101,Drama,2001,September,0.49
Zoolander,BenStiller,ParamountPictures,BenStiller,PG13,58.14,84.2,89,Comedy,2001,September,0.64
JoyRide,JohnDahl,20thCenturyFox,PaulWalker,R,47.889,50.8,97,Thriller,2001,October,0.73
MaxKeeblesBigMove,TimHill,BuenaVistaPictures,AlexD.Linz,PG,52.053,25.8,86,Comedy,2001,October,0.29
Serendipity,PeterChelsom,MiramaxFilms,JohnCusack,PG13,58.3,107.6,91,Romance,2001,October,0.59
TrainingDay,AntoineFuqua,WarnerBros.Pictures,DenzelWashington,R,93.696,145.1,122,Crime,2001,October,0.72
Bandits,BarryLevinson,MGMDistribution,BruceWillis,PG13,156.16,93.8,123,Crime,2001,October,0.64
CorkyRomano,RobPritts,BuenaVistaPictures,ChrisKattan,PG13,22.903,33.2,86,Comedy,2001,October,0.06
IronMonkey,YuenWooping,GoldenHarvest,DonnieYen,PG13,22.903,20.4,90,Action,2001,October,0.9
FromHell,TheHughesBrothers,20thCenturyFox,JohnnyDepp,R,72.875,104.1,122,Horror,2001,October,0.57
TheLastCastle,RodLurie,DreamWorksPictures,RobertRedford,R,149.913,38.3,132,Action,2001,October,0.52
RidinginCarswithBoys,PennyMarshall,ColumbiaPictures,DrewBarrymore,PG13,99.942,49.6,132,Biography,2001,October,0.49
KPAX,IainSoftley,UniversalPictures,KevinSpacey,PG13,141.585,90.2,121,SciFi,2001,October,0.41
OntheLine,EricBross,MiramaxFilms,LanceBass,PG,33.314,6.1,85,Romance,2001,October,0.19
ThirteenGhosts,SteveBeck,WarnerBros.Pictures,TonyShalhoub,R,87.449,95,91,Horror,2001,October,0.15
DomesticDisturbance,HaroldBecker,ParamountPictures,JohnTravolta,PG13,156.428,75.4,89,Thriller,2001,November,0.24
MonstersInc.,PeteDocter,BuenaVistaPictures,JohnGoodman,G,239.856,802.9,92,Animated,2001,November,0.96
TheOne,JamesWong,ColumbiaPictures,JetLi,PG13,62.571,101.1,87,SciFi,2001,November,0.14
Heist,DavidMamet,WarnerBros.Pictures,GeneHackman,R,81.342,39.6,109,Crime,2001,November,0.66
LifeasaHouse,IrwinWinkler,NewLineCinema,KevinKline,R,56.314,33.2,124,Drama,2001,November,0.47
ShallowHal,RobertFarrellyPeterFarrelly,20thCenturyFox,GwynethPaltrow,PG13,83.428,196.2,113,Romance,2001,November,0.5
MonstersBall,MarcForster,Lionsgate,HalleBerry,R,8.343,62.4,111,Drama,2001,November,0.85
HarryPotterandtheSorcerersStone,ChrisColumbus,WarnerBros.Pictures,DanielRadcliffe,PG,260.713,1355.4,152,Fantasy,2001,November,0.8
TheWash,DJPooh,Lionsgate,Dr.Dre,R,14.6,14.2,93,Comedy,2001,November,0.08
BlackKnight,GilJunger,20thCenturyFox,MartinLawrence,PG13,104.285,55.6,95,Fantasy,2001,November,0.14
OutCold,TheMalloys,BuenaVistaPictures,JasonLondon,PG13,50.057,20.6,89,Comedy,2001,November,0.08
SpyGame,TonyScott,UniversalPictures,RobertRedford,R,239.856,198.8,126,Spy,2001,November,0.66
IntheBedroom,ToddField,MiramaxFilms,TomWilkinson,R,3.546,60.3,131,Crime,2001,November,0.93
TheAffairoftheNecklace,CharlesShyer,WarnerBros.Pictures,HilarySwank,R,62.571,0.7,118,Drama,2001,November,0.15
BehindEnemyLines,JohnMoore,20thCenturyFox,OwenWilson,PG13,83.428,127.9,106,War,2001,November,0.37
OceansEleven,StevenSoderbergh,WarnerBros.Pictures,GeorgeClooney,PG13,177.882,628.8,117,Heist,2001,December,0.82
NotAnotherTeenMovie,JoelGallen,ColumbiaPictures,ChylerLeigh,R,31.391,92.8,89,Comedy,2001,December,0.3
TheRoyalTenenbaums,WesAnderson,BuenaVistaPictures,DannyGlover,R,43.947,99.6,109,Comedy,2001,December,0.8
VanillaSky,CameronCrowe,ParamountPictures,TomCruise,R,142.306,283.8,137,SciFi,2001,December,0.41
TheShippingNews,LasseHallstrom,MiramaxFilms,KevinSpacey,R,79.524,34.4,111,Drama,2001,December,0.55
TheLordoftheRings:TheFellowshipoftheRing,PeterJackson,NewLineCinema,ElijahWood,PG13,194.624,1215.9,178,Epic,2001,December,0.91
