Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
LifeofPi,AngLee,20thCenturyFox,SurajSharma,PG,192.86,652.5,127,Drama,2012,November,0.87
RiseoftheGuardians,PeterRamsey,ParamountPictures,ChrisPine,PG,233.039,328.8,97,Animated,2012,November,0.74
RedDawn,DanBradley,FilmDistrict,ChrisHemsworth,PG13,104.466,54.5,93,War,2012,November,0.13
KillingThemSoftly,AndrewDominik,TheWeinsteinCompany,BradPitt,R,24.107,40.6,97,Crime,2012,November,0.74
TheCollection,MarcusDunstan,LDEntertainment,RandallArcher,R,16.072,9.5,82,Horror,2012,November,0.37
PlayingforKeeps,GabrieleMuccino,FilmDistrict,GerardButler,PG13,56.37,25.9,105,Romance,2012,December,0.03
LaytheFavorite,StephenFrears,TheWeinsteinCompany,BruceWillis,R,32.211,1.7,94,Comedy,2012,December,0.19
TheHobbit:AnUnexpectedJourney,PeterJackson,WarnerBros.Pictures,IanMcKellen,PG13,507.326,1096.3,169,Epic,2012,December,0.64
ZeroDarkThirty,KathrynBigelow,ColumbiaPictures,None,R,64.422,142.6,157,Action,2012,December,0.92
TheGuiltTrip,AnneFletcher,ParamountPictures,BarbraStreisand,PG13,64.422,45,95,Comedy,2012,December,0.38
JackReacher,ChristopherMcQuarrie,ParamountPictures,TomCruise,PG13,96.634,234.4,130,Action,2012,December,0.62
TheImpossible,J.A.Bayona,SummitEntertainment,NaomiWatts,PG13,72.475,193.6,113,Disaster,2012,December,0.81
Thisis40,JuddApatow,UniversalPictures,PaulRudd,R,56.37,94.6,133,Comedy,2012,December,0.51
CirqueduSoleil:WorldsAway,AndrewAdamson,ParamountPictures,None,PG,40.264,36.7,91,Family,2012,December,0.46
LesMiserables,TomHooper,UniversalPictures,HughJackman,PG13,98.244,474.4,158,Musical,2012,December,0.69
DjangoUnchained,QuentinTarantino,TheWeinsteinCompany,JamieFoxx,R,161.056,456.8,165,Western,2012,December,0.87
ParentalGuidance,AndyFickman,20thCenturyFox,BillyCrystal,PG,40.264,128.6,105,Family,2012,December,0.17
Quartet,DustinHoffman,MomentumPictures,MaggieSmith,PG13,17.716,63.9,98,Comedy,2012,December,0.8
PromisedLand,GusVanSant,FocusFeatures,MattDamon,R,24.158,8.7,106,Drama,2012,December,0.51
TexasChainsaw3D,JohnLuessenhop,Lionsgate,AlexandraDaddario,R,32.291,50.8,92,Slasher,2013,January,0.18
TheGrandmaster,WongKarwai,SilMetropoleOrganisation,TonyLeung,PG13,62.322,69,130,Action,2013,January,0.78
GangsterSquad,RubenFleischer,WarnerBros.Pictures,JoshBrolin,R,121.092,113.2,113,Action,2013,January,0.32
AHauntedHouse,MichaelTiddes,OpenRoadFilms,MarlonWayans,R,4.036,64.7,86,Comedy,2013,January,0.1
StruckbyLightning,BrianDannelly,TribecaFilm,ChrisColfer,NR,2.099,0,90,Comedy,2013,January,0.27
Mama,AndyMuschietti,UniversalPictures,JessicaChastain,PG13,24.218,157.6,100,Horror,2013,January,0.64
TheLastStand,KimJeewoon,Lionsgate,ArnoldSchwarzenegger,R,72.655,52,107,Action,2013,January,0.6
BrokenCity,AllenHughes,20thCenturyFox,MarkWahlberg,R,56.51,37.1,108,Crime,2013,January,0.28
Hansel&Gretel:WitchHunters,TommyWirkola,ParamountPictures,JeremyRenner,R,80.728,243.6,88,Fantasy,2013,January,0.14
Parker,TaylorHackford,FilmDistrict,JasonStatham,R,56.51,49.7,118,Action,2013,January,0.4
Movie43,Various,RelativityMedia,ElizabethBanks,R,9.687,34.9,94,Comedy,2013,January,0.04
WarmBodies,JonathanLevine,SummitEntertainment,NicholasHoult,PG13,56.305,125.5,97,Romance,2013,February,0.81
BullettotheHead,WalterHill,WarnerBros.Pictures,SylvesterStallone,R,64.348,23.5,92,Action,2013,February,0.47
StandUpGuys,FisherStevens,Lionsgate,AlPacino,R,24.131,5.4,95,Crime,2013,February,0.37
TheHauntinginConnecticut2:GhostsofGeorgia,TomElkins,Lionsgate,ChadMichaelMurray,R,2.413,2.6,100,Horror,2013,February,0.19
IdentityThief,SethGordon,UniversalPictures,JasonBateman,R,56.305,186.6,112,Comedy,2013,February,0.19
SideEffects,StevenSoderbergh,OpenRoadFilms,JudeLaw,R,48.261,71.5,106,Thriller,2013,February,0.83
AGoodDaytoDieHard,JohnMoore,20thCenturyFox,BruceWillis,R,148.001,326.8,97,Action,2013,February,0.14
SafeHaven,LasseHallstrom,RelativityMedia,JoshDuhamel,PG13,45.044,104.7,116,Romance,2013,February,0.12
BeautifulCreatures,RichardLaGravenese,WarnerBros.Pictures,AldenEhrenreich,PG13,96.522,64.5,124,Romance,2013,February,0.46
EscapefromPlanetEarth,CalBrunker,TheWeinsteinCompany,RobCorddry,PG,64.348,80,89,Animated,2013,February,0.33
Murder3,VisheshBhatt,FoxStarStudios,RandeepHooda,NR,1.93,9.4,135,Thriller,2013,February,999
Snitch,RicRomanWaugh,SummitEntertainment,DwayneJohnson,PG13,40.218,62.1,112,Crime,2013,February,0.56
DarkSkies,ScottStewart,DimensionFilms,KeriRussell,PG13,5.63,28.3,97,SciFi,2013,February,0.4
JacktheGiantSlayer,BryanSinger,WarnerBros.Pictures,NicholasHoult,PG13,313.587,212,114,Fantasy,2013,March,0.52
21&Over,JonLucasScottMoore,RelativityMedia,JustinChon,R,20.906,51.6,93,Comedy,2013,March,0.25
TheLastExorcismPartII,EdGassDonnelly,CBSFilms,AshleyBell,PG13,8.041,16.2,88,Horror,2013,March,0.16
Stoker,ParkChanwook,FoxSearchlightPictures,MiaWasikowska,R,19.298,13,99,Thriller,2013,March,0.7
OztheGreatandPowerful,SamRaimi,WaltDisneyStudios,JamesFranco,PG,321.628,528.9,130,Fantasy,2013,March,0.59
DeadManDown,NielsArdenOplev,FilmDistrict,ColinFarrell,R,48.244,19.4,117,Crime,2013,March,0.38
TheCall,BradAnderson,TriStarPictures,HalleBerry,R,20.906,73.5,94,Thriller,2013,March,0.45
TheIncredibleBurtWonderstone,DonScardino,WarnerBros.Pictures,SteveCarell,PG13,54.677,29.4,100,Comedy,2013,March,0.37
TheCroods,KirkDeMiccoChrisSanders,20thCenturyFox,NicolasCage,PG,217.099,629.5,98,Animated,2013,March,0.72
OlympusHasFallen,AntoineFuqua,FilmDistrict,GerardButler,R,112.57,182.5,119,Action,2013,March,0.48
SpringBreakers,HarmonyKorine,A24,JamesFranco,R,8.041,34,93,Crime,2013,March,0.67
Admission,PaulWeitz,FocusFeatures,TinaFey,PG13,20.906,20,108,Romance,2013,March,0.38
G.I.Joe:Retaliation,JonM.Chu,ParamountPictures,DwayneJohnson,PG13,249.261,402.8,110,SciFi,2013,March,0.28
TheHost,AndrewNiccol,OpenRoadFilms,SaoirseRonan,PG13,64.326,67.9,125,SciFi,2013,March,0.09
Temptation:ConfessionsofaMarriageCounselor,TylerPerry,Lionsgate,JurneeSmollettBell,PG13,59.501,56.9,111,Romance,2013,March,0.15
ThePlaceBeyondthePines,DerekCianfrance,FocusFeatures,RyanGosling,R,24.122,50.4,140,Crime,2013,March,0.8
Himmatwala,SajidKhan,UTVMotionPictures,AjayDevgan,NR,17.69,8.1,150,Action,2013,March,999
EvilDead,FedeAlvarez,TriStarPictures,JaneLevy,R,27.476,105.1,92,Horror,2013,April,0.61
Trance,DannyBoyle,FoxSearchlightPictures,JamesMcAvoy,R,32.324,26.2,101,Thriller,2013,April,0.68
42,BrianHelgeland,WarnerBros.Pictures,ChadwickBoseman,PG13,64.648,105.1,128,Biography,2013,April,0.79
ScaryMovie5,MalcolmD.Lee,TheWeinsteinCompany,AshleyTisdale,PG13,32.324,84.5,86,Horror,2013,April,0.04
Oblivion,JosephKosinski,UniversalPictures,TomCruise,PG13,258.594,308.4,124,SciFi,2013,April,0.52
TheLordsofSalem,RobZombie,AnchorBayFilms,SheriMoonZombie,R,2.424,1.7,101,Horror,2013,April,0.45
SoYoung,ZhaoWei,ChinaFilmGroup,MarkChao,NR,8.081,127.1,132,Drama,2013,April,999
Pain&Gain,MichaelBay,ParamountPictures,DwayneJohnson,R,42.021,92.9,129,Comedy,2013,April,0.5
TheBigWedding,JustinZackham,Lionsgate,RobertDeNiro,R,56.567,50.1,89,Comedy,2013,April,0.08
Mud,JeffNichols,Lionsgate,MatthewMcConaughey,PG13,16.162,35.1,130,Drama,2013,April,0.98
TheReluctantFundamentalist,MiraNair,IFCFilms,RizAhmed,R,24.243,2.3,130,Thriller,2013,April,0.55
IronMan3,ShaneBlack,WaltDisneyStudios,RobertDowneyJr.,PG13,324.01,1312.2,130,Superhero,2013,May,0.79
TheIceman,ArielVromen,MillenniumEntertainment,MichaelShannon,R,16.2,4.8,105,Biography,2013,May,0.67
WhatMaisieKnew,ScottMcGeheeDavidSiegel,MillenniumEntertainment,JulianneMoore,R,8.1,2.9,99,Drama,2013,May,0.86
TheGreatGatsby,BazLuhrmann,WarnerBros.Pictures,LeonardoDiCaprio,PG13,170.105,379.1,142,Drama,2013,May,0.48
Peeples,TinaGordonChism,Lionsgate,CraigRobinson,PG13,24.301,10,95,Comedy,2013,May,0.37
NoOneLives,RyuheiKitamura,AnchorBayFilms,LukeEvans,R,4.698,0.1,86,Horror,2013,May,0.47
Aftershock,NicolasLopez,DimensionFilms,EliRoth,R,3.24,0.1,89,Disaster,2013,May,0.36
StarTrekIntoDarkness,J.J.Abrams,ParamountPictures,BenedictCumberbatch,PG13,299.709,504.8,133,SciFi,2013,May,0.86
FrancesHa,NoahBaumbach,IFCFilms,GretaGerwig,R,4.86,12.2,86,Comedy,2013,May,0.92
TheHangoverPartIII,ToddPhillips,WarnerBros.Pictures,BradleyCooper,R,166.865,391,100,Comedy,2013,May,0.21
Fast&Furious6,JustinLin,UniversalPictures,DwayneJohnson,PG13,259.208,851.8,130,Action,2013,May,0.69
Epic,ChrisWedge,20thCenturyFox,ColinFarrell,PG,150.664,289.9,102,Animated,2013,May,0.64
NowYouSeeMe,LouisLeterrier,SummitEntertainment,JesseEisenberg,PG13,121.504,379.8,115,Heist,2013,May,0.5
AfterEarth,M.NightShyamalan,ColumbiaPictures,WillSmith,PG13,243.007,263.3,100,SciFi,2013,May,0.11
TheEast,ZalBatmanglij,FoxSearchlightPictures,BritMarling,PG13,10.53,2.6,116,Thriller,2013,May,0.74
TheInternship,ShawnLevy,20thCenturyFox,VinceVaughn,PG13,93.887,100.9,119,Comedy,2013,June,0.35
ThePurge,JamesDeMonaco,UniversalPictures,EthanHawke,R,4.856,96.4,85,Horror,2013,June,0.38
Violet&Daisy,GeoffreyS.Fletcher,Cinedigm,SaoirseRonan,R,12.95,0,88,Crime,2013,June,0.22
HelloHerman,MichelleDanner,FreestyleReleasing,NormanReedus,NR,3.237,0,85,Drama,2013,June,0.13
ManofSteel,ZackSnyder,WarnerBros.Pictures,HenryCavill,PG13,364.218,720.9,143,Superhero,2013,June,0.55
ThisIstheEnd,SethRogenEvanGoldberg,ColumbiaPictures,JamesFranco,R,51.8,136,107,Comedy,2013,June,0.82
BeforeMidnight,RichardLinklater,SonyPicturesClassics,EthanHawke,R,4.856,25.3,109,Romance,2013,June,0.98
TheBlingRing,SofiaCoppola,A24,KatieChang,R,12.95,20.6,90,Crime,2013,June,0.6
OnlyGodForgives,NicolasWindingRefn,RADiUSTWC,RyanGosling,R,7.77,11.1,90,Thriller,2013,June,0.4
MonstersUniversity,DanScanlon,WaltDisneyStudios,BillyCrystal,G,323.749,803.1,104,Animated,2013,June,0.79
WorldWarZ,MarcForster,ParamountPictures,BradPitt,PG13,307.562,582.7,116,Action,2013,June,0.66
TheHeat,PaulFeig,20thCenturyFox,SandraBullock,R,69.606,248.1,117,Action,2013,June,0.65
WhiteHouseDown,RolandEmmerich,ColumbiaPictures,ChanningTatum,PG13,242.812,221.7,131,Action,2013,June,0.51
TheLoneRanger,GoreVerbinski,WaltDisneyStudios,JohnnyDepp,PG13,392.964,273,149,Western,2013,July,0.31
KevinHart:LetMeExplain,LeslieSmall,SummitEntertainment,KevinHart,R,3.93,33.8,75,Comedy,2013,July,0.61
DespicableMe2,PierreCoffinChrisRenaud,UniversalPictures,SteveCarell,PG,119.461,1017.3,98,Animated,2013,July,0.74
TheWayWayBack,NatFaxonJimRash,FoxSearchlightPictures,SteveCarell,PG13,7.859,24.3,103,Comedy,2013,July,0.84
PacificRim,GuillermodelToro,WarnerBros.Pictures,CharlieHunnam,PG13,298.652,430.7,132,SciFi,2013,July,0.71
GrownUps2,DennisDugan,SonyPicturesReleasing,AdamSandler,PG13,125.748,258.8,101,Comedy,2013,July,0.07
FruitvaleStation,RyanCoogler,TheWeinsteinCompany,MichaelB.Jordan,R,1.415,18.2,85,Biography,2013,July,0.94
Turbo,DavidSoren,20thCenturyFox,RyanReynolds,PG,199.626,296.1,96,Animated,2013,July,0.67
TheConjuring,JamesWan,WarnerBros.Pictures,VeraFarmiga,R,31.437,333.2,112,Horror,2013,July,0.86
RED2,DeanParisot,Lionsgate,BruceWillis,PG13,132.036,155.2,116,Action,2013,July,0.43
R.I.P.D.,RobertSchwentke,UniversalPictures,RyanReynolds,PG13,204.341,82.1,96,Fantasy,2013,July,0.13
TheWolverine,JamesMangold,20thCenturyFox,HughJackman,PG13,188.623,434.7,126,Superhero,2013,July,0.69
TheToDoList,MaggieCarey,CBSFilms,AubreyPlaza,R,2.358,4.1,104,Romance,2013,July,0.53
TheSmurfs2,RajaGosnell,ColumbiaPictures,HankAzaria,PG,165.045,364.1,105,Animated,2013,July,0.13
2Guns,BaltasarKormakur,UniversalPictures,DenzelWashington,R,96.055,138.5,109,Action,2013,August,0.64
TheSpectacularNow,JamesPonsoldt,A24,MilesTeller,R,3.937,7.2,95,Romance,2013,August,0.92
TheCanyons,PaulSchrader,IFCFilms,LindsayLohan,R,0.394,0.3,99,Thriller,2013,August,0.22
WeretheMillers,RawsonMarshallThurber,WarnerBros.Pictures,JenniferAniston,R,58.263,283.4,110,Comedy,2013,August,0.47
PercyJackson:SeaofMonsters,ThorFreudenthal,20thCenturyFox,LoganLerman,PG,141.72,212.3,106,Fantasy,2013,August,0.43
Elysium,NeillBlomkamp,TriStarPictures,MattDamon,R,181.087,300.3,109,SciFi,2013,August,0.67
Planes,KlayHall,WaltDisneyStudios,DaneCook,PG,78.733,251.2,92,Animated,2013,August,0.25
TheButler,LeeDaniels,TheWeinsteinCompany,ForestWhitaker,PG13,47.24,185.4,132,Drama,2013,August,0.72
KickAss2,JeffWadlow,UniversalPictures,AaronTaylorJohnson,R,44.091,63.7,103,Superhero,2013,August,0.32
Jobs,JoshuaMichaelStern,OpenRoadFilms,AshtonKutcher,PG13,18.896,37.7,129,Biography,2013,August,0.27
Paranoia,RobertLuketic,RelativityMedia,LiamHemsworth,PG13,55.113,14.5,115,Thriller,2013,August,0.06
AintThemBodiesSaints,DavidLowery,IFCFilms,CaseyAffleck,R,6.299,1.1,97,Romance,2013,August,0.79
TheMortalInstruments:CityofBones,HaraldZwart,ScreenGems,LilyCollins,PG13,94.48,95.1,130,Fantasy,2013,August,0.13
BlueJasmine,WoodyAllen,SonyPicturesClassics,CateBlanchett,PG13,28.344,102.4,98,Comedy,2013,August,0.91
TheWorldsEnd,EdgarWright,FocusFeatures,SimonPegg,R,31.493,48.4,109,SciFi,2013,August,0.89
YoureNext,AdamWingard,Lionsgate,SharniVinson,R,1.575,28.2,94,Slasher,2013,August,0.76
DrinkingBuddies,JoeSwanberg,MagnoliaPictures,OliviaWilde,R,1.575,0.4,90,Comedy,2013,August,0.83
OneDirection:ThisIsUs,MorganSpurlock,TriStarPictures,HarryStyles,PG,15.747,71.9,92,Documentary,2013,August,0.63
Getaway,CourtneySolomon,WarnerBros.Pictures,EthanHawke,PG13,28.344,12.4,90,Action,2013,August,0.02
TheZeroTheorem,TerryGilliam,Stage6Films,ChristophWaltz,R,21.346,1.3,111,SciFi,2013,September,0.51
Riddick,DavidTwohy,UniversalPictures,VinDiesel,R,60.084,103.6,119,SciFi,2013,September,0.57
BadWords,JasonBateman,FocusFeatures,JasonBateman,R,15.812,8.2,88,Comedy,2013,September,0.66
HellBaby,RobertBenGarantThomasLennon,MillenniumEntertainment,RobCorddry,R,3.953,0,94,Horror,2013,September,0.31
Insidious:Chapter2,JamesWan,FilmDistrict,PatrickWilson,PG13,7.906,170.7,105,Horror,2013,September,0.39
TheFamily,LucBesson,RelativityMedia,RobertDeNiro,R,47.435,82.6,111,Crime,2013,September,0.29
EnoughSaid,NicoleHolofcener,FoxSearchlightPictures,JuliaLouisDreyfus,PG13,12.649,26.7,93,Romance,2013,September,0.95
Prisoners,DenisVilleneuve,WarnerBros.Pictures,HughJackman,R,72.734,128.7,153,Thriller,2013,September,0.81
BattleoftheYear,BensonLee,ScreenGems,JoshHolloway,PG13,31.623,17.4,109,Dance,2013,September,0.06
CloudywithaChanceofMeatballs2,CodyCameronKrisPearn,ColumbiaPictures,BillHader,PG,123.331,289.1,95,Animated,2013,September,0.7
Rush,RonHoward,UniversalPictures,ChrisHemsworth,R,85.383,103.5,123,Biography,2013,September,0.89
DonJon,JosephGordonLevitt,RelativityMedia,JosephGordonLevitt,R,8.696,43.5,90,Romance,2013,September,0.81
BaggageClaim,DavidE.Talbert,FoxSearchlightPictures,PaulaPatton,PG13,13.44,23.7,96,Romance,2013,September,0.15
Gravity,AlfonsoCuaron,WarnerBros.Pictures,SandraBullock,PG13,158.425,763.8,91,SciFi,2013,October,0.96
RunnerRunner,BradFurman,20thCenturyFox,JustinTimberlake,R,47.527,66.2,91,Crime,2013,October,0.08
GraceUnplugged,BradJ.Silverman,Lionsgate,AJMichalka,PG,2.693,2.6,102,Drama,2013,October,0.5
CaptainPhillips,PaulGreengrass,ColumbiaPictures,TomHanks,PG13,87.134,231.1,134,Biography,2013,October,0.93
MacheteKills,RobertRodriguez,OpenRoadFilms,DannyTrejo,R,31.685,15.8,108,Action,2013,October,0.28
EscapePlan,MikaelHafstrom,SummitEntertainment,SylvesterStallone,R,85.549,145,115,Action,2013,October,0.5
Carrie,KimberlyPeirce,ScreenGems,ChloeGraceMoretz,R,47.527,89.8,99,Horror,2013,October,0.49
TheFifthEstate,BillCondon,WaltDisneyStudios,BenedictCumberbatch,R,44.359,9.1,128,Biography,2013,October,0.37
JackassPresents:BadGrandpa,JeffTremaine,ParamountPictures,JohnnyKnoxville,R,23.764,160.3,92,Comedy,2013,October,0.6
TheCounselor,RidleyScott,20thCenturyFox,MichaelFassbender,R,39.606,75,117,Crime,2013,October,0.35
LastVegas,JonTurteltaub,CBSFilms,MorganFreeman,PG13,44.451,142.2,105,Comedy,2013,November,0.45
EndersGame,GavinHood,SummitEntertainment,HarrisonFord,PG13,182.566,132.8,114,SciFi,2013,November,0.61
FreeBirds,JimmyHayward,RelativityMedia,OwenWilson,PG,87.314,116.8,91,Animated,2013,November,0.17
Philomena,StephenFrears,TheWeinsteinCompany,JudiDench,PG13,19.05,105.9,98,Comedy,2013,November,0.92
DallasBuyersClub,JeanMarcVallee,FocusFeatures,MatthewMcConaughey,R,7.938,58.4,116,Biography,2013,November,0.93
Thor:TheDarkWorld,AlanTaylor,WaltDisneyStudios,ChrisHemsworth,PG13,269.88,682.2,112,Superhero,2013,November,0.66
12YearsaSlave,SteveMcQueen,FoxSearchlightPictures,ChiwetelEjiofor,R,27.147,198.7,134,Drama,2013,November,0.96
TheBestManHoliday,MalcolmD.Lee,UniversalPictures,TayeDiggs,R,26.988,75.8,123,Comedy,2013,November,0.7
Nebraska,AlexanderPayne,ParamountPictures,BruceDern,R,19.05,29.3,114,Comedy,2013,November,0.91
TheHungerGames:CatchingFire,FrancisLawrence,Lionsgate,JenniferLawrence,PG13,222.254,915.5,146,SciFi,2013,November,0.89
DeliveryMan,KenScott,WaltDisneyStudios,VinceVaughn,PG13,41.276,52.9,105,Comedy,2013,November,0.39
Frozen,ChrisBuckJenniferLee,WaltDisneyStudios,KristenBell,PG,238.129,1362.1,102,Animated,2013,November,0.89
TheBookThief,BrianPercival,20thCenturyFox,GeoffreyRush,PG13,30.163,81.1,130,War,2013,November,0.46
Homefront,GaryFleder,OpenRoadFilms,JasonStatham,R,34.926,45.6,100,Action,2013,November,0.42
BlackNativity,KasiLemmons,FoxSearchlightPictures,ForestWhitaker,PG,27.782,7.9,93,Drama,2013,November,0.5
Oldboy,SpikeLee,FilmDistrict,JoshBrolin,R,47.626,5.2,104,Crime,2013,November,0.41
Mandela:LongWalktoFreedom,JustinChadwick,20thCenturyFox,IdrisElba,PG13,55.563,28.9,146,Biography,2013,November,0.61
InsideLlewynDavis,JoelCoenEthanCoen,CBSFilms,OscarIsaac,R,17.454,34.8,105,Comedy,2013,December,0.93
OutoftheFurnace,ScottCooper,RelativityMedia,ChristianBale,R,34.908,16.6,116,Thriller,2013,December,0.54
TheLastDaysonMars,RuairiRobinson,MagnoliaPictures,LievSchreiber,R,16.819,0,98,SciFi,2013,December,0.2
TheHobbit:TheDesolationofSmaug,PeterJackson,WarnerBros.Pictures,IanMcKellen,PG13,344.321,1013.8,161,Fantasy,2013,December,0.75
AmericanHustle,DavidO.Russell,ColumbiaPictures,ChristianBale,R,63.469,265.7,138,Comedy,2013,December,0.93
SavingMr.Banks,JohnLeeHancock,WaltDisneyStudios,EmmaThompson,PG13,55.536,124.7,125,Drama,2013,December,0.79
AMadeaChristmas,TylerPerry,Lionsgate,TylerPerry,PG13,39.668,56.5,100,Comedy,2013,December,0.18
Anchorman2:TheLegendContinues,AdamMcKay,ParamountPictures,WillFerrell,PG13,79.337,183.6,119,Comedy,2013,December,0.75
Her,SpikeJonze,WarnerBros.Pictures,JoaquinPhoenix,R,36.495,51.3,126,Romance,2013,December,0.94
WalkingwithDinosaurs,NeilNightingaleBarryCook,20thCenturyFox,JohnLeguizamo,PG,126.938,133.8,87,Family,2013,December,0.24
TheWolfofWallStreet,MartinScorsese,ParamountPictures,LeonardoDiCaprio,R,158.673,414.7,179,Biography,2013,December,0.78
TheSecretLifeofWalterMitty,BenStiller,20thCenturyFox,BenStiller,PG,142.806,199.4,114,Comedy,2013,December,0.51
LoneSurvivor,PeterBerg,UniversalPictures,MarkWahlberg,R,63.469,163.8,121,Biography,2013,December,0.75
47Ronin,CarlRinsch,UniversalPictures,KeanuReeves,PG13,277.678,160.6,127,Adventure,2013,December,0.15
GrudgeMatch,PeterSegal,WarnerBros.Pictures,RobertDeNiro,PG13,63.469,47.5,113,Sports,2013,December,0.3
Bastards,ClaireDenis,WildBunch,VincentLindon,NR,6.188,0.7,100,Drama,2013,December,0.67
August:OsageCounty,TracyLetts,TheWeinsteinCompany,MerylStreep,R,58.709,78.5,120,Comedy,2013,December,0.65
TheBestOffer,GiuseppeTornatore,IFCFilms,GeoffreyRush,R,28.61,21.7,125,Romance,2014,January,0.56
TheLegendofHercules,RennyHarlin,SummitEntertainment,KellanLutz,PG13,111.262,65,99,Action,2014,January,0.03
DivinEnfant,OlivierDoran,UGCDistribution,EmilieDequenne,NR,6.358,0.3,85,Comedy,2014,January,999
RideAlong,TimStory,UniversalPictures,KevinHart,PG13,39.737,163.7,100,Comedy,2014,January,0.19
JackRyan:ShadowRecruit,KennethBranagh,ParamountPictures,ChrisPine,PG13,95.368,143.6,105,Action,2014,January,0.56
TheNutJob,PeterLepeniotis,OpenRoadFilms,WillArnett,PG,68.029,128,86,Animated,2014,January,0.11
DevilsDue,MattBettinelliOlpinTylerGillett,20thCenturyFox,AllisonMiller,R,11.126,39.1,89,Horror,2014,January,0.17
AMostWantedMan,AntonCorbijn,Lionsgate,PhilipSeymourHoffman,R,23.842,38.4,122,Spy,2014,January,0.87
TheSignal,WilliamEubank,FocusFeatures,BrentonThwaites,PG13,6.358,2.6,97,SciFi,2014,January,0.6
TheRaid2,GarethEvans,SonyPicturesClassics,IkoUwais,R,7.153,7,150,Action,2014,January,0.8
IFrankenstein,StuartBeattie,Lionsgate,AaronEckhart,PG13,103.315,75.4,92,Action,2014,January,0.03
JackyinWomensKingdom,RiadSattouf,Pathe,VincentLacoste,G,17.484,1.8,90,Comedy,2014,January,999
TheMonkeyKing,CheangPousoi,FilmkoEntertainment,DonnieYen,NR,130.336,192.7,120,Action,2014,January,999
ThatAwkwardMoment,TomGormican,FocusFeatures,ZacEfron,R,12.716,42.9,94,Romance,2014,January,0.23
TheLegoMovie,PhilLordChristopherMiller,WarnerBros.Pictures,ChrisPratt,PG,95.447,498.4,100,Animated,2014,February,0.96
TheMonumentsMen,GeorgeClooney,ColumbiaPictures,MattDamon,PG13,111.355,164.4,118,War,2014,February,0.3
VampireAcademy,MarkWaters,TheWeinsteinCompany,ZoeyDeutch,PG13,47.724,16.3,104,Fantasy,2014,February,0.14
ALongWayDown,PascalChaumeil,MagnoliaPictures,PierceBrosnan,R,36.111,7.5,96,Comedy,2014,February,0.22
RoboCop,JosePadilha,SonyPicturesReleasing,JoelKinnaman,PG13,159.079,257.4,118,Superhero,2014,February,0.49
AboutLastNight,StevePink,ScreenGems,KevinHart,R,19.885,52,100,Romance,2014,February,0.69
EndlessLove,ShanaFeste,UniversalPictures,AlexPettyfer,PG13,31.816,36.8,105,Romance,2014,February,0.15
WintersTale,AkivaGoldsman,WarnerBros.Pictures,ColinFarrell,PG13,119.309,33,118,Fantasy,2014,February,0.13
Pompeii,PaulW.S.Anderson,TriStarPictures,KitHarington,PG13,127.263,124.9,104,Disaster,2014,February,0.28
3DaystoKill,McG,RelativityMedia,KevinCostner,PG13,44.542,55.8,117,Crime,2014,February,0.28
NonStop,JaumeColletSerra,UniversalPictures,LiamNeeson,PG13,79.539,236.3,106,Action,2014,February,0.59
SonofGod,ChristopherSpencer,20thCenturyFox,DiogoMorgado,PG13,34.997,71.9,138,Epic,2014,February,0.21
300:RiseofanEmpire,NoamMurro,WarnerBros.Pictures,SullivanStapleton,R,174.26,356.5,102,Epic,2014,March,0.44
Mr.Peabody&Sherman,RobMinkoff,20thCenturyFox,TyBurrell,PG,229.706,291.2,92,Animated,2014,March,0.8
TheGrandBudapestHotel,WesAnderson,FoxSearchlightPictures,RalphFiennes,R,39.605,184.6,100,Comedy,2014,March,0.92
Fiston,PascalBourdiaux,SNDFilms,FranckDubosc,NR,11.881,20.3,88,Comedy,2014,March,999
NeedforSpeed,ScottWaugh,WaltDisneyStudios,AaronPaul,PG13,104.556,214.7,130,Action,2014,March,0.22
TheSingleMomsClub,TylerPerry,Lionsgate,NiaLong,PG13,12.673,17.2,111,Comedy,2014,March,0.19
VeronicaMars,RobThomas,ParamountPictures,KristenBell,PG13,9.505,3.7,107,Mystery,2014,March,0.8
Divergent,NeilBurger,Lionsgate,ShaileneWoodley,PG13,134.655,305.1,139,SciFi,2014,March,0.41
MuppetsMostWanted,JamesBobin,WaltDisneyStudios,RickyGervais,PG,79.209,84.9,107,Comedy,2014,March,0.8
GodsNotDead,HaroldCronk,FreestyleReleasing,KevinSorbo,PG,3.168,66.1,113,Drama,2014,March,0.15
Noah,DarrenAronofsky,ParamountPictures,RussellCrowe,PG13,198.023,382.9,138,Epic,2014,March,0.76
Sabotage,DavidAyer,OpenRoadFilms,ArnoldSchwarzenegger,R,55.446,19.4,109,Action,2014,March,0.21
CesarChavez,DiegoLuna,PantelionFilms,MichaelPena,PG13,15.842,7.1,102,Biography,2014,March,0.39
CaptainAmerica:TheWinterSoldier,AnthonyRussoJoeRusso,WaltDisneyStudios,ChrisEvans,PG13,280.59,754.9,136,Superhero,2014,April,0.89
TheQuietOnes,JohnPogue,Lionsgate,JaredHarris,PG13,0.317,18.8,98,Horror,2014,April,0.36
Rio2,CarlosSaldanha,20thCenturyFox,AnneHathaway,G,163.281,528.5,101,Animated,2014,April,0.46
DraftDay,IvanReitman,SummitEntertainment,KevinCostner,PG13,39.631,31.2,110,Sports,2014,April,0.59
